2.500000000000000052e-04,4.098039199999999660e+00
6.999999999999999929e-04,4.098039199999999660e+00
1.149999999999999981e-03,4.117647200000000396e+00
1.600000000000000077e-03,4.117647200000000396e+00
2.050000000000000173e-03,4.098039199999999660e+00
2.500000000000000052e-03,4.098039199999999660e+00
2.899999999999999800e-03,4.098039199999999660e+00
3.350000000000000113e-03,4.098039199999999660e+00
3.799999999999999992e-03,4.117647200000000396e+00
4.250000000000000305e-03,4.098039199999999660e+00
4.700000000000000185e-03,4.098039199999999660e+00
5.150000000000000064e-03,4.098039199999999660e+00
5.599999999999999943e-03,4.098039199999999660e+00
6.049999999999999822e-03,4.117647200000000396e+00
6.499999999999999702e-03,4.117647200000000396e+00
6.949999999999999581e-03,4.117647200000000396e+00
7.400000000000000328e-03,4.117647200000000396e+00
7.849999999999999339e-03,4.098039199999999660e+00
8.300000000000000086e-03,4.098039199999999660e+00
8.750000000000000833e-03,4.098039199999999660e+00
9.199999999999999845e-03,4.098039199999999660e+00
9.650000000000000591e-03,4.117647200000000396e+00
1.009999999999999960e-02,4.098039199999999660e+00
1.055000000000000035e-02,4.098039199999999660e+00
1.099999999999999936e-02,4.098039199999999660e+00
1.145000000000000011e-02,4.098039199999999660e+00
1.190000000000000085e-02,4.098039199999999660e+00
1.234999999999999987e-02,4.098039199999999660e+00
1.280000000000000061e-02,4.117647200000000396e+00
1.324999999999999963e-02,4.117647200000000396e+00
1.370000000000000037e-02,4.098039199999999660e+00
1.414999999999999938e-02,4.098039199999999660e+00
1.460000000000000013e-02,4.098039199999999660e+00
1.504999999999999914e-02,4.117647200000000396e+00
1.545000000000000019e-02,4.098039199999999660e+00
1.590000000000000094e-02,4.098039199999999660e+00
1.634999999999999995e-02,4.098039199999999660e+00
1.679999999999999896e-02,4.098039199999999660e+00
1.725000000000000144e-02,4.117647200000000396e+00
1.770000000000000046e-02,4.098039199999999660e+00
1.814999999999999947e-02,4.117647200000000396e+00
1.859999999999999848e-02,4.117647200000000396e+00
1.905000000000000096e-02,4.117647200000000396e+00
1.949999999999999997e-02,4.098039199999999660e+00
1.994999999999999898e-02,4.117647200000000396e+00
2.040000000000000147e-02,4.117647200000000396e+00
2.085000000000000048e-02,4.098039199999999660e+00
2.129999999999999949e-02,4.117647200000000396e+00
2.174999999999999850e-02,4.098039199999999660e+00
2.220000000000000098e-02,4.098039199999999660e+00
2.264999999999999999e-02,4.117647200000000396e+00
2.309999999999999901e-02,4.098039199999999660e+00
2.355000000000000149e-02,4.098039199999999660e+00
2.400000000000000050e-02,4.098039199999999660e+00
2.444999999999999951e-02,4.098039199999999660e+00
2.489999999999999852e-02,4.117647200000000396e+00
2.535000000000000100e-02,4.098039199999999660e+00
2.580000000000000002e-02,4.098039199999999660e+00
2.624999999999999903e-02,4.098039199999999660e+00
2.665000000000000008e-02,4.098039199999999660e+00
2.709999999999999909e-02,4.098039199999999660e+00
2.755000000000000157e-02,4.098039199999999660e+00
2.800000000000000058e-02,4.098039199999999660e+00
2.844999999999999959e-02,4.098039199999999660e+00
2.889999999999999861e-02,4.117647200000000396e+00
2.935000000000000109e-02,4.098039199999999660e+00
2.980000000000000010e-02,4.098039199999999660e+00
3.024999999999999911e-02,4.117647200000000396e+00
3.070000000000000159e-02,4.117647200000000396e+00
3.115000000000000061e-02,4.098039199999999660e+00
3.160000000000000309e-02,4.098039199999999660e+00
3.205000000000000210e-02,4.098039199999999660e+00
3.250000000000000111e-02,4.098039199999999660e+00
3.295000000000000012e-02,4.098039199999999660e+00
3.339999999999999913e-02,4.117647200000000396e+00
3.384999999999999815e-02,4.098039199999999660e+00
3.429999999999999716e-02,4.098039199999999660e+00
